title,body_part,image_url,image_file
Lever Shrug,Back,https://apilyfta.com/static/GymvisualPNG/06041101-Lever-Shrug-(plate-loaded)_Back_small.png,images\Lever Shrug__Back__48207225.png
Dumbbell Alternate Seated Hammer Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/16481101-Dumbbell-Alternate-Seated-Hammer-Curl_Upper-Arms_small.png,"images\Dumbbell Alternate Seated Hammer Curl__Biceps, Upper Arms__11970640.png"
Lever One Arm Lateral High Row,Back,https://apilyfta.com/static/GymvisualPNG/13561101-Lever-One-Arm-Lateral-High-Row_Back_small.png,images\Lever One Arm Lateral High Row__Back__42995445.png
Lever Seated Row,Back,https://apilyfta.com/static/GymvisualPNG/26641101-Lever-Seated-Row-(plate-loaded)_Back_small.png,images\Lever Seated Row__Back__99272090.png
Arm Circles,Shoulders,https://apilyfta.com/static/GymvisualPNG/39051301-Arm-Circles_Shoulders_720_small.png,images\Arm Circles__Shoulders__17823560.png
Inverted Row,Back,https://apilyfta.com/static/GymvisualPNG/04991101-Inverted-Row_Back-FIX_small.png,images\Inverted Row__Back__82757019.png
Front Squat,Hips,https://apilyfta.com/static/GymvisualPNG/00421101-Barbell-Front-Squat_Hips-FIX_small.png,images\Front Squat__Hips__75526990.png
Back Stretch,Back,https://apilyfta.com/static/GymvisualPNG/14041101-Back-Stretch_Back_small.png,images\Back Stretch__Back__4242190.png
EZ Barbell Close-grip Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04461101-EZ-Barbell-Close-grip-Curl_Upper-Arms_small.png,"images\EZ Barbell Close-grip Curl__Biceps, Upper Arms__33176212.png"
Dumbbell Standing Single Spider Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/40171101-Dumbbell-Standing-Single-Spider-Curl_Upper-Arms_small.png,"images\Dumbbell Standing Single Spider Curl__Biceps, Upper Arms__74841031.png"
Rear Delt Row_shoulder,Shoulders,https://apilyfta.com/static/GymvisualPNG/03771101-Dumbbell-Rear-Delt-Row_shoulder_small.png,images\Rear Delt Row_shoulder__Shoulders__59540730.png
Cable One Arm Biceps Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/26571101-Cable-One-Arm-Biceps-Curl-(VERSION-2)-(female)_Upper-Arms_small.png,"images\Cable One Arm Biceps Curl__Biceps, Upper Arms__49174040.png"
Lever Horizontal Leg Press,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/23771101-Lever-Horizontal-Leg-Press-(female)_Thighs_small.png,"images\Lever Horizontal Leg Press__Quadriceps, Thighs__59035424.png"
Dumbbell Pullover,Chest,https://apilyfta.com/static/GymvisualPNG/03751101-Dumbbell-Pullover_Chest_small.png,images\Dumbbell Pullover__Chest__12628390.png
Seated Calf Raise,Calves,https://apilyfta.com/static/GymvisualPNG/00881101-Barbell-Seated-Calf-Raise_Calves_small.png,images\Seated Calf Raise__Calves__35245671.png
Barbell Deadlift back view,Back,https://apilyfta.com/static/GymvisualPNG/09661104-Barbell-Deadlift-back-view_small.png,images\Barbell Deadlift back view__Back__14114821.png
Bottoms-Up,Waist,https://apilyfta.com/static/GymvisualPNG/01381101-Bottoms-Up-m_waist_small.png,images\Bottoms-Up__Waist__32605118.png
Lever Lying Crunch,Waist,https://apilyfta.com/static/GymvisualPNG/23141101-Lever-Lying-Crunch-(VERSION-2)-(female)_Waist_small.png,images\Lever Lying Crunch__Waist__10818488.png
Dumbbell Seated Preacher Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04021101-Dumbbell-Seated-Preacher-Curl_Upper-Arms_small.png,"images\Dumbbell Seated Preacher Curl__Biceps, Upper Arms__30208165.png"
Cable Straight Arm Pulldown (VERSION 2),Back,https://apilyfta.com/static/GymvisualPNG/60361101-Cable-Straight-Arm-Pulldown-(VERSION-2)_Back_small.png,images\Cable Straight Arm Pulldown (VERSION 2)__Back__90089609.png
Lever Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/10331101-Lever-Triceps-Extension_Upper-Arms_small.png,"images\Lever Triceps Extension__Triceps, Upper Arms__67464108.png"
Dumbbell Rear Fly,Shoulders,https://apilyfta.com/static/GymvisualPNG/03781101-Dumbbell-Rear-Fly_Shoulders-FIX_small.png,images\Dumbbell Rear Fly__Shoulders__82075528.png
Weighted Decline Sit-up,"Shoulders, Waist",https://apilyfta.com/static/GymvisualPNG/36701101-Weighted-Decline-Sit-up_Waist_small.png,"images\Weighted Decline Sit-up__Shoulders, Waist__98692831.png"
Cable One Arm High Pulley Overhead Tricep Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/33531101-Cable-One-Arm-High-Pulley-Overhead-Tricep-Extension_Upper-Arms_small.png,"images\Cable One Arm High Pulley Overhead Tricep Extension__Triceps, Upper Arms__312900.png"
Hollow Hold,Waist,https://apilyfta.com/static/GymvisualPNG/12461101-Hollow-Hold_Waist_small.png,images\Hollow Hold__Waist__32028361.png
Dumbbell Close Grip Press,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/17311101-Dumbbell-Close-Grip-Press_Upper-Arms_small.png,"images\Dumbbell Close Grip Press__Triceps, Upper Arms__67999780.png"
Seated High Row,Back,https://apilyfta.com/static/GymvisualPNG/02131101-Cable-Seated-High-Row-(V-bar)_Back_small.png,images\Seated High Row__Back__37373610.png
Dumbbell Single Arm Preacher Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/30841101-Dumbbell-Single-Arm-Preacher-Curl-(female)_Upper-Arms_small.png,"images\Dumbbell Single Arm Preacher Curl__Biceps, Upper Arms__54639908.png"
Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/02471101-Cable-Wrist-Curl_Forearm_small.png,images\Wrist Curl__Forearms__74459694.png
Bicycle Crunch (male),Waist,https://apilyfta.com/static/GymvisualPNG/62111101-Bicycle-Crunch-(male)_Waist_small.png,images\Bicycle Crunch (male)__Waist__42260055.png
Dumbbell Svend Press,Chest,https://apilyfta.com/static/GymvisualPNG/34521101-Dumbbell-Svend-Press_Chest_small.png,images\Dumbbell Svend Press__Chest__79796956.png
Lever Seated Calf Press (VERSION 2) (male),Calves,https://apilyfta.com/static/GymvisualPNG/71761101-Lever-Seated-Calf-Press-(VERSION-2)-(male)_Calves_small.png,images\Lever Seated Calf Press (VERSION 2) (male)__Calves__5006969.png
Dumbbell Hammer Curls,Forearms,https://apilyfta.com/static/GymvisualPNG/24021101-Dumbbell-Hammer-Curls-(with-arm-blaster)_Forearms_small.png,images\Dumbbell Hammer Curls__Forearms__56179068.png
Bridge - Mountain Climber,Waist,https://apilyfta.com/static/GymvisualPNG/24661101-Bridge---Mountain-Climber-(Cross-Body)_Waist_small.png,images\Bridge - Mountain Climber__Waist__99373713.png
Cable Donkey Kickback,Hips,https://apilyfta.com/static/GymvisualPNG/44211101-Cable-Donkey-Kickback-(female)_Hips_small.png,images\Cable Donkey Kickback__Hips__66115890.png
Dumbbell Lying Hamstring Curl,"Hamstrings, Thighs",https://apilyfta.com/static/GymvisualPNG/42921301-Dumbbell-Lying-Hamstring-Curl_Thighs_720_small.png,"images\Dumbbell Lying Hamstring Curl__Hamstrings, Thighs__26429699.png"
Flutter Kicks,Hips,https://apilyfta.com/static/GymvisualPNG/12441101-Flutter-Kicks-(version-3)_Hips_small.png,images\Flutter Kicks__Hips__44612778.png
Lunge,Hips,https://apilyfta.com/static/GymvisualPNG/03361101-Dumbbell-Lunge_Hips_small.png,images\Lunge__Hips__12544793.png
Lever Triceps Extension (VERSION 2),"Triceps, Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/21981101-Lever-Triceps-Extension-(VERSION-2)_Upper-Arms-FIX_small.png,"images\Lever Triceps Extension (VERSION 2)__Triceps, Biceps, Upper Arms__45281383.png"
Cat Cow Stretch,Waist,https://apilyfta.com/static/GymvisualPNG/45801301-Cat-Cow-Stretch_Stretching_720_small.png,images\Cat Cow Stretch__Waist__29608938.png
Lever Bent over Row,Back,https://apilyfta.com/static/GymvisualPNG/05741101-Lever-Bent-over-Row-(plate-loaded)_Back_small.png,images\Lever Bent over Row__Back__24738679.png
Dumbbell Incline Alternate Bicep Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/36821101-Dumbbell-Incline-Alternate-Bicep-Curl_Upper-Arms_small.png,"images\Dumbbell Incline Alternate Bicep Curl__Biceps, Upper Arms__63925504.png"
Lever Incline Fly (male),Chest,https://apilyfta.com/static/GymvisualPNG/58431101-Lever-Incline-Fly-(male)_Chest_small.png,images\Lever Incline Fly (male)__Chest__88931476.png
Barbell Pendlay Row,Back,https://apilyfta.com/static/GymvisualPNG/30171101-Barbell-Pendlay-Row_Back_small.png,images\Barbell Pendlay Row__Back__90928656.png
Barbell Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/01251101-Barbell-Wrist-Curl-II_Forearms_small.png,images\Barbell Wrist Curl__Forearms__77121548.png
Dumbbell One Arm Standing Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/16701101-Dumbbell-One-Arm-Standing-Curl_Upper-Arms_small.png,"images\Dumbbell One Arm Standing Curl__Biceps, Upper Arms__38807073.png"
Dumbbell Russian Twist,Waist,https://apilyfta.com/static/GymvisualPNG/34491101-Dumbbell-Russian-Twist_Waist_small.png,images\Dumbbell Russian Twist__Waist__16598128.png
Across Chest Shoulder Stretch,Shoulders,https://apilyfta.com/static/GymvisualPNG/19801101-Across-Chest-Shoulder-Stretch_Back_small.png,images\Across Chest Shoulder Stretch__Shoulders__80723423.png
Lever Leg Extension,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/18731101-Lever-Leg-Extension-(plate-loaded)_Thighs_small.png,"images\Lever Leg Extension__Quadriceps, Thighs__24070267.png"
Lever Lying Chest Press,Chest,https://apilyfta.com/static/GymvisualPNG/36101101-Lever-Lying-Chest-Press-(plate-loaded)-(female)_Chest_small.png,images\Lever Lying Chest Press__Chest__34417013.png
Elevanted Push-Up,Chest,https://apilyfta.com/static/GymvisualPNG/38121101-Elevanted-Push-Up_Chest_small.png,images\Elevanted Push-Up__Chest__28498793.png
Standing Leg Calf Raise,Calves,https://apilyfta.com/static/GymvisualPNG/01081101-Barbell-Standing-Leg-Calf-Raise_Calf_small.png,images\Standing Leg Calf Raise__Calves__77787064.png
Barbell Romanian Deadlift,Thighs,https://apilyfta.com/static/GymvisualPNG/22131101-Barbell-Romanian-Deadlift-(female)_Hips-FIX_small.png,images\Barbell Romanian Deadlift__Thighs__89038492.png
Single Leg Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/17591101-Single-Leg-Squat-(pistol)-male_Thighs_small.png,"images\Single Leg Squat__Quadriceps, Thighs__12919139.png"
Decline Sit up,Waist,https://apilyfta.com/static/GymvisualPNG/24491101-Decline-Sit-up-(female)_Hips_small.png,images\Decline Sit up__Waist__89034474.png
Cable Reverse Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/02101101-Cable-Reverse-Wrist-Curl_Forearm_small.png,images\Cable Reverse Wrist Curl__Forearms__51217628.png
Hanging Straight Leg Hip Raise,Waist,https://apilyfta.com/static/GymvisualPNG/04741101-Hanging-Straight-Leg-Hip-Raise_Waist_small.png,images\Hanging Straight Leg Hip Raise__Waist__68925592.png
One Leg Floor Calf Raise,Calves,https://apilyfta.com/static/GymvisualPNG/13871101-One-Leg-Floor-Calf-Raise_Calves_small.png,images\One Leg Floor Calf Raise__Calves__83268192.png
Dumbbell Standing Preacher Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04281101-Dumbbell-Standing-Preacher-Curl_Upper-Arms_small.png,"images\Dumbbell Standing Preacher Curl__Biceps, Upper Arms__59008334.png"
Cable Lateral Pulldown with Mag Grip,Back,https://apilyfta.com/static/GymvisualPNG/63921201-Cable-Lateral-Pulldown-with-Mag-Grip_Back__GREEN.png,images\Cable Lateral Pulldown with Mag Grip__Back__69594228.png
V-up,Waist,https://apilyfta.com/static/GymvisualPNG/08251101-V-up_Waist_small.png,images\V-up__Waist__43622788.png
Barbell Decline Close Grip To Skull Press,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/00351101-Barbell-Decline-Close-Grip-To-Skull-Press_Upper-Arms_small.png,"images\Barbell Decline Close Grip To Skull Press__Triceps, Upper Arms__35782443.png"
Shoulder Press,Shoulders,https://apilyfta.com/static/GymvisualPNG/02191101-Cable-Shoulder-Press_Shoulders_small.png,images\Shoulder Press__Shoulders__94431440.png
EZ-Barbell Standing Wide Grip Biceps Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/27411101-EZ-Barbell-Standing-Wide-Grip-Biceps-Curl_Upper-Arms_small.png,"images\EZ-Barbell Standing Wide Grip Biceps Curl__Biceps, Upper Arms__85228109.png"
Standing Alternate Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/04151101-Dumbbell-Standing-Alternate-Raise_Shoulders_small.png,images\Standing Alternate Raise__Shoulders__86256945.png
Assisted Pull up,Back,https://apilyfta.com/static/GymvisualPNG/25291101-Assisted-Pull-up-(female)_Back_small.png,images\Assisted Pull up__Back__24947477.png
Incline Inner Biceps Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/03221101-Dumbbell-Incline-Inner-Biceps-Curl_Upper-Arms_small.png,"images\Incline Inner Biceps Curl__Biceps, Upper Arms__53941535.png"
Cable kickback,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/10681101-Cable-kickback-II_Upper-Arms_small.png,"images\Cable kickback__Triceps, Upper Arms__10415336.png"
Cable Overhead Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/22481101-Cable-Overhead-Triceps-Extension-(rope-attachment)-(female)_Upper-Arms_small.png,"images\Cable Overhead Triceps Extension__Triceps, Upper Arms__50119979.png"
Vertical Leg Raise,Waist,https://apilyfta.com/static/GymvisualPNG/36231101-Vertical-Leg-Raise-(on-parallel-bars)-(female)-(VERSION-2)_Hips_small.png,images\Vertical Leg Raise__Waist__27799175.png
one arm inner biceps curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/12031101-Cable-one-arm-inner-biceps-curl_upper-arms_small.png,"images\one arm inner biceps curl__Biceps, Upper Arms__17393572.png"
Lever Lateral Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/18761101-Lever-Lateral-Raise-(plate-loaded)_Shoulders_small.png,images\Lever Lateral Raise__Shoulders__77092148.png
Lever Incline Chest Press,Chest,https://apilyfta.com/static/GymvisualPNG/24551101-Lever-Incline-Chest-Press-(female)_Chest_small.png,images\Lever Incline Chest Press__Chest__53824942.png
Preacher Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/01951101-Cable-Preacher-Curl_Upper-Arms_small.png,"images\Preacher Curl__Biceps, Upper Arms__64891478.png"
Wheel Rollout,Back,https://apilyfta.com/static/GymvisualPNG/08571101-Wheel-Rollout_Waist-FIX_small.png,images\Wheel Rollout__Back__60646107.png
Lever Horizontal One leg Press,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/26111101-Lever-Horizontal-One-leg-Press_Hips_small.png,"images\Lever Horizontal One leg Press__Quadriceps, Thighs__19575414.png"
Alternate Biceps Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/11961101-Dumbbell-Alternate-Biceps-Curl_Upper-Arms_small.png,"images\Alternate Biceps Curl__Biceps, Upper Arms__95880191.png"
Cable Side Bend,Waist,https://apilyfta.com/static/GymvisualPNG/02221101-Cable-Side-Bend_Waist-FIX_small.png,images\Cable Side Bend__Waist__13318773.png
Cable High Row,Back,"https://apilyfta.com/static/GymvisualPNG/01671101-Cable-High-Row-(kneeling,-rope-attachment)_Back_small.png",images\Cable High Row__Back__75386399.png
Reverse Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/02101101-Cable-Reverse-Wrist-Curl_Forearm_small.png,images\Reverse Wrist Curl__Forearms__9380962.png
Chest Dip,Chest,https://apilyfta.com/static/GymvisualPNG/14301101-Chest-Dip-(on-dip-pull-up-cage)_Chest_small.png,images\Chest Dip__Chest__47767792.png
Dumbbell Standing Biceps Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04161101-Dumbbell-Standing-Biceps-Curl_Upper-Arms_small.png,"images\Dumbbell Standing Biceps Curl__Biceps, Upper Arms__59249117.png"
Smith Bench Press,Chest,https://apilyfta.com/static/GymvisualPNG/07481101-Smith-Bench-Press_Chest-FIX2_small.png,images\Smith Bench Press__Chest__97093392.png
Cable Neutral Grip Wide Pulldown,Back,https://apilyfta.com/static/GymvisualPNG/55801201-Cable-Neutral-Grip-Wide-Pulldown-(VERSION-2)_Back_.png,images\Cable Neutral Grip Wide Pulldown__Back__17395914.png
Lever Reverse Vertical Hack Squat,Hips,https://apilyfta.com/static/GymvisualPNG/55161101-Lever-Hack-Squat_Hips_small.png,images\Lever Reverse Vertical Hack Squat__Hips__73005546.png
Hanging Leg Raise,Waist,https://apilyfta.com/static/GymvisualPNG/04721101-Hanging-Leg-Raise_Hips_small.png,images\Hanging Leg Raise__Waist__43393357.png
Floor Calf Raise,Calves,https://apilyfta.com/static/GymvisualPNG/13701101-Barbell-Floor-Calf-Raise_Calves_small.png,images\Floor Calf Raise__Calves__68916576.png
EZ Bar Standing French Press,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/17491101-EZ-Bar-Standing-French-Press_Upper-Arms_small.png,"images\EZ Bar Standing French Press__Triceps, Upper Arms__42514014.png"
Lever Seated Full Crunch,Waist,https://apilyfta.com/static/GymvisualPNG/38811101-Lever-Seated-Full-Crunch_Waist_small.png,images\Lever Seated Full Crunch__Waist__6313300.png
Sumo Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/10641101-Sumo-Squat-m_Thighs_small.png,"images\Sumo Squat__Quadriceps, Thighs__47475529.png"
Standing Calf Raise,Calves,https://apilyfta.com/static/GymvisualPNG/14901101-Standing-Calf-Raise-(On-a-staircase)_Calves_small.png,images\Standing Calf Raise__Calves__38744511.png
Sled 45 degrees One Leg Press,Hips,https://apilyfta.com/static/GymvisualPNG/14251101-Sled-45-degrees-One-Leg-Press_Hips_small.png,images\Sled 45 degrees One Leg Press__Hips__14521053.png
Dumbbell One arm Revers Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/03581101-Dumbbell-One-arm-Revers-Wrist-Curl_Forearms_small.png,images\Dumbbell One arm Revers Wrist Curl__Forearms__54551603.png
Cable Bar High Pulley Overhead Tricep Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/30401101-Cable-Bar-High-Pulley-Overhead-Tricep-Extension-(female)_Upper-Arms_small.png,"images\Cable Bar High Pulley Overhead Tricep Extension__Triceps, Upper Arms__88155264.png"
Archer Push up,Chest,https://apilyfta.com/static/GymvisualPNG/32941101-Archer-Push-up_Chest_small.png,images\Archer Push up__Chest__20271914.png
Lateral Raise with Towel,Shoulders,https://apilyfta.com/static/GymvisualPNG/37411101-Lateral-Raise-with-Towel_Shoulders_small.png,images\Lateral Raise with Towel__Shoulders__51388117.png
Lever Standing Hip Extension,Hips,https://apilyfta.com/static/GymvisualPNG/10311101-Lever-Standing-Hip-Extension_Hips_small.png,images\Lever Standing Hip Extension__Hips__2155916.png
Seated Palms Up Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/04011101-Dumbbell-Seated-Palms-Up-Wrist-Curl_Forearms_small.png,images\Seated Palms Up Wrist Curl__Forearms__52203158.png
Cable Hammer Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/01661101-Cable-Hammer-Curl_Forearm_small.png,images\Cable Hammer Curl__Forearms__75472715.png
Pseudo Planche Push-up,Chest,https://apilyfta.com/static/GymvisualPNG/38241301-Pseudo-Planche-Push-up_Chest_720_small.png,images\Pseudo Planche Push-up__Chest__24170022.png
Incline Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/03301101-Dumbbell-Incline-Triceps-Extension_Upper-Arms_small.png,"images\Incline Triceps Extension__Triceps, Upper Arms__73932140.png"
Lever Hammer Grip Preacher Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/16151101-Lever-Hammer-Grip-Preacher-Curl_Upper-Arms_small.png,"images\Lever Hammer Grip Preacher Curl__Biceps, Upper Arms__91219084.png"
Lever Decline Chest Press,Chest,https://apilyfta.com/static/GymvisualPNG/22781101-Lever-Decline-Chest-Press-(VERSION-2)_Chest_small.png,images\Lever Decline Chest Press__Chest__88268454.png
Cable Triceps Pushdown,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/24051101-Cable-Triceps-Pushdown-(V-bar)-(with-arm-blaster)_Upper-arms_small.png,"images\Cable Triceps Pushdown__Triceps, Upper Arms__59395959.png"
Lever Pendulum Squat (plate loaded),Thighs,https://apilyfta.com/static/GymvisualPNG/49511101-Lever-Pendulum-Squat-(plate-loaded)_Thighs_small.png,images\Lever Pendulum Squat (plate loaded)__Thighs__69718164.png
Squat,Hips,https://apilyfta.com/static/GymvisualPNG/04131101-Dumbbell-Squat_Hips_small.png,images\Squat__Hips__40635456.png
Lever Reverse Grip Vertical Row,Back,https://apilyfta.com/static/GymvisualPNG/13481101-Lever-Reverse-Grip-Vertical-Row_Back_small.png,images\Lever Reverse Grip Vertical Row__Back__64958921.png
Cable Pulldown Bicep Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/30571101-Cable-Pulldown-Bicep-Curl-(female)_Upper-Arms_small.png,"images\Cable Pulldown Bicep Curl__Biceps, Upper Arms__59194878.png"
Farmers walk,Thighs,https://apilyfta.com/static/GymvisualPNG/21331101-Farmers-walk_Cardio_small.png,images\Farmers walk__Thighs__74202519.png
Dumbbell Bar Grip Sumo Squat,Hips,https://apilyfta.com/static/GymvisualPNG/24301101-Dumbbell-Bar-Grip-Sumo-Squat-(female)_Hips_small.png,images\Dumbbell Bar Grip Sumo Squat__Hips__42498487.png
Dumbbell Standing Arnold Press,Shoulders,https://apilyfta.com/static/GymvisualPNG/41081101-Dumbbell-Standing-Arnold-Press-(male)_Shoulders_small.png,images\Dumbbell Standing Arnold Press__Shoulders__23614203.png
Close Grip Chin-Up,Back,https://apilyfta.com/static/GymvisualPNG/13271101-Close-Grip-Chin-Up_Back_small.png,images\Close Grip Chin-Up__Back__60925780.png
Glute Bridge March,"Hips, Waist",https://apilyfta.com/static/GymvisualPNG/35611101-Glute-Bridge-March_Hips_small.png,"images\Glute Bridge March__Hips, Waist__53087381.png"
Weighted Stretch Lunge,"Quadriceps, Hamstrings, Thighs",https://apilyfta.com/static/GymvisualPNG/36421101-Weighted-Stretch-Lunge_Thighs_small.png,"images\Weighted Stretch Lunge__Quadriceps, Hamstrings, Thighs__88350072.png"
Cable Standing Rear Delt Horizontal Row,Shoulders,https://apilyfta.com/static/GymvisualPNG/32321101-Cable-Standing-Rear-Delt-Horizontal-Row-(with-rope)_Shoulder_small.png,images\Cable Standing Rear Delt Horizontal Row__Shoulders__672027.png
Cable Half Kneeling Face Pull,Shoulders,https://apilyfta.com/static/GymvisualPNG/77431101-Cable-Half-Kneeling-Face-Pull_Shoulders_small.png,images\Cable Half Kneeling Face Pull__Shoulders__20387572.png
Lever Bicep Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/05751101-Lever-Bicep-Curl_Upper-Arms_small.png,"images\Lever Bicep Curl__Biceps, Upper Arms__74336273.png"
Cable Triceps Pushdown,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/43551101-Cable-Triceps-Pushdown-(V-bar)-(VERSION-2)_small.png,"images\Cable Triceps Pushdown__Triceps, Upper Arms__24577346.png"
Cable Front Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/22301101-Cable-Front-Raise-(female)_Shoulders_small.png,images\Cable Front Raise__Shoulders__30569957.png
Smith Single Leg Split Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/07681101-Smith-Single-Leg-Split-Squat_thighs_small.png,"images\Smith Single Leg Split Squat__Quadriceps, Thighs__39646380.png"
Barbell Reverse Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/00801101-Barbell-Reverse-Curl_Forearm_small.png,images\Barbell Reverse Curl__Forearms__64118044.png
Smith Hip Thrust,Hips,https://apilyfta.com/static/GymvisualPNG/31101101-Smith-Hip-Thrust_Hips_small.png,images\Smith Hip Thrust__Hips__35291995.png
Smith Sprint Lunge,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/07691101-Smith-Split-Squat_Thighs-FIX_small.png,"images\Smith Sprint Lunge__Quadriceps, Thighs__83139821.png"
45 Degree Side Bend,Waist,https://apilyfta.com/static/GymvisualPNG/00021101-45-Side-Bend_Waist_small.png,images\45 Degree Side Bend__Waist__36347272.png
Dumbbell Kickback,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/03331101-Dumbbell-Kickback_Upper-Arms_small.png,"images\Dumbbell Kickback__Triceps, Upper Arms__67099737.png"
Barbell Decline Bench Press,Chest,https://apilyfta.com/static/GymvisualPNG/00331101-Barbell-Decline-Bench-Press_Chest-FIX_small.png,images\Barbell Decline Bench Press__Chest__71827327.png
Leg Raise Dragon Flag,Waist,https://apilyfta.com/static/GymvisualPNG/40581101-Leg-Raise-Dragon-Flag_Waist_small.png,images\Leg Raise Dragon Flag__Waist__78957862.png
Smith Shoulder Press,Shoulders,https://apilyfta.com/static/GymvisualPNG/07661101-Smith-Shoulder-Press_shoulder_small.png,images\Smith Shoulder Press__Shoulders__40696899.png
EZ-bar 21s,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/54501101-EZ-bar-21s_Upper-Arms_small.png,"images\EZ-bar 21s__Biceps, Upper Arms__14159545.png"
Barbell Full Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/14611101-Barbell-Full-Squat-(Back-POV)_small.png,"images\Barbell Full Squat__Quadriceps, Thighs__17813188.png"
Cable Pushdown,Back,https://apilyfta.com/static/GymvisualPNG/01991101-Cable-Pushdown-(straight-arm)-II_Back_small.png,images\Cable Pushdown__Back__6340593.png
Cable Standing Single Delt Row,Shoulders,https://apilyfta.com/static/GymvisualPNG/67761201-Cable-Standing-Single-Delt-Row-(male)_Shoulders__GREEN.png,images\Cable Standing Single Delt Row__Shoulders__94255719.png
Plyo Push Up,Chest,https://apilyfta.com/static/GymvisualPNG/13061101-Plyo-Push-Up_Chest_small.png,images\Plyo Push Up__Chest__32908842.png
Dumbbell Single-arm Leaning Lateral Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/24151101-Dumbbell-Single-arm-Leaning-Lateral-Raise_Shoulders_small.png,images\Dumbbell Single-arm Leaning Lateral Raise__Shoulders__65687320.png
Lever Seated Twist,Waist,https://apilyfta.com/static/GymvisualPNG/14531101-Lever-Seated-Twist_Waist_small.png,images\Lever Seated Twist__Waist__19939.png
Smith Deadlift,Hips,https://apilyfta.com/static/GymvisualPNG/07521101-Smith-Deadlift_Hips_small.png,images\Smith Deadlift__Hips__51840233.png
Lever Lying Two-One Leg Curl,"Hamstrings, Thighs",https://apilyfta.com/static/GymvisualPNG/31951101-Lever-Lying-Two-One-Leg-Curl_Thighs_small.png,"images\Lever Lying Two-One Leg Curl__Hamstrings, Thighs__33769644.png"
Shoulder Width Neutral Grip Pull-up,Back,https://apilyfta.com/static/GymvisualPNG/54731101-Shoulder-Width-Neutral-Grip-Pull-up_Back_small.png,images\Shoulder Width Neutral Grip Pull-up__Back__48756909.png
